PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
John Collins,C-F,ATL,84,5,17.2,9.0,0.8,1.4,0.4,1.6,33.8,0.4
Kevin Huerter,F-G,ATL,76,5,13.6,4.4,2.8,0.4,1.6,1.0,30.48,0.4
Svi Mykhailiuk,F-G,OKC,74,2,11.0,3.5,6.5,2.0,2.0,0.0,28.95,0.39
Dennis Schroder,G,LAL,77,5,15.6,2.4,6.6,4.0,1.4,0.6,30.38,0.39
Michael Carter-Williams,G,ORL,74,5,13.8,5.0,6.0,4.0,0.8,0.2,27.8,0.38
Carmelo Anthony,F,POR,79,5,16.0,3.4,4.0,1.4,0.8,0.8,29.48,0.37
LaMelo Ball,G,CHA,85,5,15.8,5.2,5.2,2.6,1.2,0.2,31.44,0.37
Lonzo Ball,G,NOP,80,5,10.8,4.2,7.2,2.2,1.2,0.4,29.24,0.37
Jaylen Nowell,G,MIN,74,5,15.8,3.8,3.2,1.4,0.4,0.6,26.76,0.36
Aleksej Pokusevski,C,OKC,71,4,11.25,8.25,2.5,2.0,0.25,0.75,25.9,0.36
P.J. Washington,F,CHA,80,5,13.0,6.4,2.8,2.0,1.0,1.0,28.88,0.36
Deandre Ayton,C,PHX,84,5,13.6,8.2,0.8,1.2,0.8,1.4,30.04,0.36
Chris Paul,G,PHX,88,5,12.6,4.2,7.4,2.6,1.6,0.2,31.54,0.36
Bojan Bogdanovic,F,UTA,78,5,17.0,4.8,1.4,1.6,0.8,0.0,25.66,0.33
Gary Trent Jr.,F-G,POR,78,5,16.2,2.2,1.4,0.8,1.8,0.0,25.54,0.33
Talen Horton-Tucker,G,LAL,75,5,13.0,3.6,3.8,1.4,0.8,0.0,24.02,0.32
Alec Burks,G,NYK,77,5,14.4,2.8,2.6,1.0,1.0,0.2,24.26,0.32
Jordan Clarkson,G,UTA,84,5,17.2,4.0,1.8,2.0,1.0,0.0,25.7,0.31
Isaiah Roby,F,OKC,76,5,10.4,5.2,1.8,3.2,1.2,1.0,22.74,0.3
Josh Hart,G,NOP,77,5,10.4,7.8,2.8,2.4,0.4,0.2,23.36,0.3
Steven Adams,C,NOP,80,5,10.2,9.4,1.4,1.6,0.8,0.0,24.38,0.3
Royce O'Neale,F,UTA,76,5,6.8,6.0,3.4,1.6,1.6,0.2,22.9,0.3
Nathan Knight,C-F,ATL,70,3,11.0,4.67,1.0,1.33,0.33,1.0,20.77,0.3
Cameron Payne,G,PHX,77,5,10.4,2.6,4.4,1.0,0.8,0.4,22.72,0.3
Nickeil Alexander-Walker,G,NOP,76,5,12.0,4.2,2.2,1.6,0.6,0.6,22.34,0.29
Nerlens Noel,C-F,NYK,77,5,4.4,6.4,0.8,1.2,1.2,2.0,21.68,0.28
Cody Zeller,C-F,CHA,79,4,8.5,6.5,2.5,1.0,1.0,0.0,22.05,0.28
Reggie Bullock,F-G,NYK,73,5,13.0,3.6,0.8,0.6,0.8,0.0,20.32,0.28
Mikal Bridges,F,PHX,83,5,13.2,3.6,2.6,1.6,0.8,0.4,23.42,0.28
Jae Crowder,F,PHX,77,5,11.6,4.8,1.6,1.0,0.4,0.4,21.16,0.27
Jaxson Hayes,C-F,NOP,76,5,10.2,4.2,0.8,0.2,0.4,1.0,20.44,0.27
Dario Saric,C-F,PHX,79,5,13.8,4.8,2.2,1.8,0.2,0.0,21.66,0.27
Jaden McDaniels,F,MIN,72,4,8.75,3.75,1.0,0.25,1.0,0.75,19.75,0.27
Dwayne Bacon,F-G,ORL,71,5,11.6,2.8,2.4,0.8,0.2,0.0,18.36,0.26
Kenrich Williams,F-G,OKC,76,5,11.4,3.6,2.6,1.0,0.4,0.0,19.82,0.26
Darius Miller,F,OKC,74,2,7.0,2.0,3.0,0.5,2.0,0.0,19.4,0.26
Malik Monk,G,CHA,79,5,12.8,2.6,2.0,2.2,1.0,0.2,20.32,0.26
Ty Jerome,F-G,OKC,74,5,7.4,4.0,3.2,1.0,0.6,0.4,19.0,0.26
Mike Muscala,C-F,OKC,77,2,13.0,5.0,0.5,1.0,0.0,0.5,20.25,0.26
Joe Ingles,F-G,UTA,80,5,9.2,4.2,3.0,1.8,0.6,0.4,19.94,0.25
Raul Neto,G,WAS,76,5,8.4,2.2,3.4,1.2,1.2,0.2,19.14,0.25
Kentavious Caldwell-Pope,G,LAL,75,5,8.6,3.6,2.0,0.4,0.8,0.2,18.52,0.25
Naz Reid,C-F,MIN,78,5,9.0,4.2,0.6,0.4,0.6,1.0,19.34,0.25
Kira Lewis Jr.,G,NOP,72,5,8.0,1.8,2.2,0.8,1.6,0.2,18.06,0.25
Jarred Vanderbilt,F,MIN,76,5,6.2,5.8,0.8,1.4,0.8,1.2,18.96,0.25
Moritz Wagner,C-F,WAS,77,2,5.0,3.0,1.5,3.0,2.5,1.0,18.35,0.24
Miles Bridges,F,CHA,75,5,7.4,5.8,2.0,1.2,0.2,0.4,17.96,0.24
Deni Avdija,F,WAS,74,5,8.6,4.6,1.2,0.8,0.4,0.4,17.52,0.24
Tony Snell,G,ATL,73,5,8.0,3.4,2.8,0.2,0.0,0.2,16.68,0.23
Taj Gibson,F,NYK,75,4,5.75,5.0,0.5,0.5,1.0,0.75,17.25,0.23
Devonte' Graham,G,CHA,78,4,11.0,1.25,3.5,1.5,0.5,0.0,17.75,0.23
Bismack Biyombo,C,CHA,75,5,3.8,5.4,1.4,1.0,0.6,1.2,16.78,0.22
Al-Farouq Aminu,F,ORL,75,5,5.4,5.2,1.2,1.6,0.8,0.4,15.44,0.21
Josh Okogie,G,MIN,73,4,6.0,3.25,2.75,0.25,0.5,0.0,15.28,0.21
Jake Layman,F,MIN,74,5,7.6,2.2,1.0,0.8,0.8,0.6,15.14,0.2
