PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
Mitchell Robinson,C-F,NYK,82,2,10.0,9.0,1.5,1.0,0.0,1.5,25.05,0.31
Shake Milton,F-G,PHI,78,5,15.8,2.0,3.2,1.8,0.6,0.4,23.2,0.3
Talen Horton-Tucker,G,LAL,75,5,11.8,4.0,3.4,1.6,0.6,0.2,21.7,0.29
Markieff Morris,F,LAL,74,5,9.8,6.4,1.4,1.0,0.2,0.4,19.78,0.27
Tyler Herro,G,MIA,80,5,11.8,4.0,2.8,1.8,0.8,0.4,21.4,0.27
Alex Len,C,WAS,75,5,10.0,6.4,1.4,1.2,0.0,1.0,20.58,0.27
Luke Kennard,G,LAC,74,3,11.33,4.0,2.0,0.0,0.0,0.33,19.8,0.27
Tony Bradley,C-F,PHI,75,5,7.6,7.6,1.2,1.0,0.6,0.6,19.92,0.27
CJ McCollum,G,POR,88,5,16.4,3.4,2.6,1.4,0.4,0.2,24.18,0.27
Kelly Olynyk,C-F,MIA,74,5,6.6,6.6,1.4,1.0,1.2,0.6,19.22,0.26
Patty Mills,G,SAS,78,4,13.25,1.5,2.5,1.0,1.0,0.0,19.8,0.25
Carmelo Anthony,F,POR,79,5,12.6,2.8,2.0,0.8,0.4,0.4,19.76,0.25
Nerlens Noel,C-F,NYK,77,5,5.4,6.0,1.0,0.6,1.2,1.8,19.5,0.25
Alex Caruso,G,LAL,74,4,6.25,4.25,2.75,1.0,1.25,0.25,17.48,0.24
Duncan Robinson,F,MIA,75,5,10.4,2.8,1.8,0.8,0.8,0.4,18.06,0.24
Nicolas Batum,F-G,LAC,77,5,7.8,4.4,2.4,0.6,0.8,0.4,18.48,0.24
Kendrick Nunn,G,MIA,77,5,11.2,3.0,2.2,1.0,0.6,0.0,18.3,0.24
Hassan Whiteside,C,SAC,81,5,7.0,7.4,1.0,1.6,0.0,1.8,19.38,0.24
Derrick Jones Jr.,F-G,POR,76,5,8.4,2.8,1.2,0.4,1.0,1.2,17.56,0.23
Gary Trent Jr.,F-G,POR,78,5,11.8,2.6,1.0,1.0,1.2,0.2,18.22,0.23
Terance Mann,F-G,LAC,72,5,9.4,5.4,0.6,0.6,0.2,0.0,16.58,0.23
James Wiseman,C,GSW,79,2,9.0,6.0,1.5,1.5,0.0,0.5,17.95,0.23
Kevon Looney,F,GSW,76,4,5.0,4.25,2.5,0.75,1.0,1.25,17.6,0.23
Immanuel Quickley,G,NYK,80,4,14.5,1.5,1.25,0.5,0.25,0.0,18.18,0.23
Furkan Korkmaz,F-G,PHI,73,5,10.8,1.2,1.2,0.8,0.8,0.2,15.24,0.21
Damion Lee,F-G,GSW,75,5,9.6,2.6,1.4,0.6,0.2,0.4,15.42,0.21
Nico Mannion,G,GSW,69,5,5.6,1.6,3.0,0.4,0.8,0.0,13.22,0.19
Reggie Jackson,G,LAC,77,5,7.2,2.8,2.2,0.6,0.8,0.0,14.86,0.19
Robin Lopez,C,WAS,76,5,8.8,3.0,0.4,0.4,0.2,0.6,14.2,0.19
Raul Neto,G,WAS,76,5,6.4,2.0,2.2,0.8,1.6,0.0,14.5,0.19
Lou Williams,G,LAC,80,5,10.4,0.8,1.8,1.4,1.2,0.2,15.46,0.19
Juan Toscano-Anderson,F,GSW,75,4,2.75,3.5,2.5,1.0,1.25,0.5,13.2,0.18
Matisse Thybulle,F-G,PHI,74,5,3.4,2.4,1.2,0.2,1.0,1.6,13.08,0.18
Andre Iguodala,F-G,MIA,73,3,4.67,2.33,2.33,1.0,1.0,0.67,13.3,0.18
Deni Avdija,F,WAS,74,5,6.6,3.4,0.8,0.4,0.0,0.2,11.88,0.16
