PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Robin Lopez,C,WAS,76,5,0.0,7.6,3.4,0.6,0.2,1.2,1.0,14.38,0.19
Bismack Biyombo,C,CHA,75,5,0.0,5.6,5.0,1.4,0.2,0.6,1.6,13.7,0.18
R.J. Hampton,G,ORL,72,2,0.0,7.0,3.0,1.5,0.5,0.0,1.0,12.85,0.18
Deni Avdija,F,WAS,74,5,0.0,6.2,4.0,0.6,0.4,0.2,0.0,13.1,0.18
JaMychal Green,C-F,DEN,77,5,1.0,6.8,4.0,0.4,0.6,0.6,0.4,16.2,0.18
Cameron Payne,G,PHX,77,5,0.0,4.8,2.2,3.0,0.6,0.2,0.8,12.74,0.17
Cody Zeller,C-F,CHA,79,3,0.0,5.0,5.0,0.33,1.0,0.0,0.0,13.5,0.17
Kevin Huerter,F-G,ATL,76,5,0.0,6.6,1.8,2.8,0.4,0.0,1.8,11.96,0.16
Otto Porter Jr.,F,ORL,80,4,0.0,4.0,4.75,1.5,0.5,0.0,0.75,12.2,0.15
Tony Snell,G,ATL,73,5,0.0,5.2,2.4,1.4,0.4,0.2,0.2,11.18,0.15
Cameron Johnson,F,PHX,78,5,0.0,5.2,2.4,1.4,0.2,0.6,0.4,11.38,0.15
Garrison Mathews,G,WAS,75,5,0.0,7.2,1.6,1.0,0.6,0.0,0.4,11.42,0.15
Furkan Korkmaz,F-G,PHI,73,5,0.0,7.4,0.8,1.0,0.6,0.0,0.4,10.66,0.15
Jerome Robinson,G,WAS,72,2,0.0,1.5,0.5,1.5,2.5,1.5,2.5,9.85,0.14
Mike Scott,F,PHI,71,5,0.0,2.8,2.4,1.8,0.8,0.4,0.6,10.18,0.14
Facundo Campazzo,G,DEN,74,5,0.0,2.8,2.0,3.0,0.8,0.0,0.8,10.5,0.14
Zeke Nnaji,C-F,DEN,72,4,0.0,5.25,3.5,0.0,0.0,0.0,0.25,9.2,0.13
Bol Bol,C-F,DEN,71,2,0.0,7.5,1.5,0.5,0.0,0.0,0.5,9.55,0.13
Dario Saric,C-F,PHX,79,5,0.0,4.8,3.4,1.0,0.2,0.0,1.0,9.78,0.12
Solomon Hill,F,ATL,70,4,0.0,5.0,1.0,0.25,0.75,0.25,0.25,8.32,0.12
Skylar Mays,G,ATL,71,2,0.0,4.5,3.0,0.5,0.0,0.0,0.5,8.35,0.12
Patrick Patterson,F,LAC,72,5,0.0,4.8,0.6,1.0,0.8,0.0,0.0,8.62,0.12
