PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
Aleksej Pokusevski,C,OKC,71,3,13.67,8.33,3.0,2.33,0.33,1.0,29.83,0.42
Kemba Walker,G,BOS,85,9,20.33,3.67,5.11,2.22,1.0,0.67,35.18,0.41
Thaddeus Young,F,CHI,80,10,14.1,6.7,4.2,1.5,1.1,0.9,32.94,0.41
Ben Simmons,F-G,PHI,88,7,18.71,6.0,6.29,3.29,1.14,0.29,36.34,0.41
Robert Covington,F,POR,77,10,10.5,7.7,1.8,1.6,1.4,1.8,30.44,0.4
Kyle Kuzma,F,LAL,76,9,15.56,9.33,1.44,2.22,0.89,0.44,30.7,0.4
Lonzo Ball,G,NOP,80,10,14.2,4.2,5.6,2.1,1.3,0.6,31.24,0.39
John Collins,C-F,ATL,84,10,18.1,8.5,1.0,1.3,0.3,1.0,32.4,0.39
RJ Barrett,F-G,NYK,79,10,19.5,5.1,2.6,1.7,0.6,0.3,30.52,0.39
Robert Williams III,C-F,BOS,77,10,9.1,7.6,2.0,0.8,0.6,2.7,30.32,0.39
Dennis Schroder,G,LAL,77,6,16.0,2.83,5.67,3.5,1.33,0.5,29.9,0.39
Darius Garland,G,CLE,77,9,16.11,2.0,6.89,4.0,1.56,0.0,29.51,0.38
Coby White,G,CHI,79,10,17.5,5.3,3.9,1.8,0.4,0.3,30.01,0.38
Jaylen Brown,F-G,BOS,89,9,19.89,5.22,4.67,2.78,1.11,0.11,34.04,0.38
Montrezl Harrell,C-F,LAL,82,10,16.9,6.6,0.9,0.6,0.8,0.9,30.67,0.37
Moses Brown,C,OKC,67,3,10.0,8.33,0.33,1.0,0.67,1.0,24.5,0.37
Carmelo Anthony,F,POR,79,10,16.7,3.0,2.6,1.4,1.2,0.8,28.8,0.36
Kelly Olynyk,C-F,MIA,74,10,11.1,6.5,2.8,1.4,1.2,0.5,26.8,0.36
Kevin Huerter,F-G,ATL,76,10,13.4,3.8,3.1,1.0,1.5,0.5,27.61,0.36
Mike Conley,G,UTA,85,8,16.25,2.75,5.0,1.5,1.5,0.12,30.42,0.36
Danilo Gallinari,F,ATL,79,10,15.5,5.0,1.8,0.9,1.2,0.2,27.5,0.35
Kendrick Nunn,G,MIA,77,10,13.5,3.2,3.7,1.1,1.2,0.5,26.89,0.35
Lauri Markkanen,C-F,CHI,83,3,18.67,5.67,1.0,1.0,0.33,0.67,28.97,0.35
Ricky Rubio,G,MIN,75,10,10.9,2.6,6.5,2.0,1.2,0.1,25.67,0.34
Wendell Carter Jr.,C-F,CHI,80,10,9.8,8.5,2.2,1.4,0.6,1.1,27.0,0.34
Goran Dragic,G,MIA,80,8,15.0,3.75,4.12,2.12,0.75,0.25,26.56,0.33
Steven Adams,C,NOP,80,9,8.89,10.22,1.67,1.0,0.67,0.56,26.32,0.33
Jordan Clarkson,G,UTA,84,10,17.2,3.6,2.4,1.4,1.1,0.0,27.02,0.32
Danny Green,F-G,PHI,75,10,9.1,3.9,1.9,0.7,1.6,1.1,24.03,0.32
Nerlens Noel,C-F,NYK,77,10,6.2,7.5,1.0,1.7,1.0,2.1,24.3,0.32
Jae'Sean Tate,F,HOU,77,10,11.0,5.9,1.2,1.1,1.7,0.2,24.48,0.32
Malik Beasley,G,MIN,81,4,17.5,3.0,2.0,1.5,0.5,0.25,24.85,0.31
Gary Trent Jr.,F-G,POR,78,10,15.5,2.3,1.7,0.9,1.2,0.1,23.81,0.31
Duncan Robinson,F,MIA,75,10,12.7,4.6,1.8,0.6,0.8,0.1,23.02,0.31
Tristan Thompson,C-F,BOS,78,10,10.5,8.6,1.5,1.1,0.4,0.4,24.37,0.31
Justin Patton,C,HOU,69,9,6.78,4.56,1.0,0.44,1.22,1.56,21.63,0.31
Josh Hart,G,NOP,77,10,9.8,6.8,2.0,1.3,0.7,0.4,22.96,0.3
Patrick Williams,F,CHI,76,10,10.4,4.9,1.9,1.4,0.8,0.8,22.53,0.3
Seth Curry,G,PHI,76,9,12.0,2.67,3.56,1.44,1.11,0.22,23.09,0.3
Cedi Osman,F,CLE,74,9,9.0,5.11,2.67,1.22,1.0,0.33,21.91,0.3
Eric Bledsoe,G,NOP,78,10,9.5,3.2,4.7,1.2,0.9,0.3,22.79,0.29
Royce O'Neale,F,UTA,76,10,6.9,6.7,3.7,1.4,0.9,0.2,22.39,0.29
Bojan Bogdanovic,F,UTA,78,10,15.3,3.2,1.4,1.5,0.8,0.1,22.44,0.29
Shake Milton,F-G,PHI,78,9,12.33,3.22,3.33,1.78,0.44,0.44,22.09,0.28
Ty Jerome,F-G,OKC,74,7,9.0,4.0,3.43,0.86,0.71,0.14,20.66,0.28
Isaiah Roby,F,OKC,76,10,9.1,5.7,2.2,3.0,1.2,0.6,21.64,0.28
Naz Reid,C-F,MIN,78,10,9.8,4.2,1.0,0.7,0.5,1.2,20.74,0.27
Joe Ingles,F-G,UTA,80,10,10.5,3.1,3.8,1.6,0.6,0.4,21.32,0.27
Talen Horton-Tucker,G,LAL,75,10,9.3,2.6,3.2,1.5,0.8,0.7,20.22,0.27
Derrick Jones Jr.,F-G,POR,76,10,8.7,4.3,1.3,0.8,0.6,1.3,20.71,0.27
Daniel Theis,C-F,BOS,78,10,8.9,4.5,1.1,0.8,0.8,1.3,21.45,0.27
Alec Burks,G,NYK,77,10,12.3,3.3,2.1,0.9,0.7,0.0,20.61,0.27
Dwight Howard,C-F,PHI,79,10,8.1,7.1,1.1,1.3,0.5,1.0,21.47,0.27
Jaxson Hayes,C-F,NOP,76,6,10.0,3.33,0.5,0.17,0.33,1.33,19.58,0.26
Jarred Vanderbilt,F,MIN,76,10,6.0,5.7,0.9,1.5,1.0,1.0,18.69,0.25
Sterling Brown,F-G,HOU,74,10,7.6,5.0,1.5,1.0,0.9,0.2,18.15,0.25
Furkan Korkmaz,F-G,PHI,73,10,11.5,2.0,1.6,1.0,0.7,0.2,18.0,0.25
Jaylen Nowell,G,MIN,74,10,11.2,3.0,1.8,0.8,0.6,0.1,18.8,0.25
Isaac Okoro,F-G,CLE,73,10,8.1,3.5,1.8,1.8,1.1,0.7,18.6,0.25
Kentavious Caldwell-Pope,G,LAL,75,10,9.5,3.1,1.6,1.1,0.9,0.2,17.82,0.24
