PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
Norman Powell,"['G', 'G']",TOR,81,15,24.67,3.33,2.4,2.67,1.2,0.2,33.8,0.42
Harrison Barnes,F,SAC,80,12,17.92,6.92,4.0,1.5,0.67,0.17,33.22,0.42
John Collins,C-F,ATL,84,15,18.33,8.2,1.0,1.2,0.6,1.4,34.47,0.41
Kevin Porter Jr.,F-G,HOU,75,7,14.86,2.71,6.43,3.14,1.29,0.71,30.61,0.41
Myles Turner,C-F,IND,81,15,12.93,6.27,1.0,1.2,0.6,3.47,32.95,0.41
Khris Middleton,F,MIL,86,15,19.8,6.13,4.27,3.47,1.33,0.27,34.89,0.41
Paul George,F,LAC,90,12,20.75,5.83,5.33,2.67,0.92,0.5,37.33,0.41
Buddy Hield,G,SAC,77,15,18.07,4.2,3.8,1.27,0.67,0.33,30.54,0.4
Darius Garland,G,CLE,77,14,17.5,2.14,6.5,3.86,1.43,0.0,30.25,0.39
Ja Morant,G,MEM,86,15,19.33,3.53,6.53,2.73,1.0,0.07,33.84,0.39
Gordon Hayward,F,CHA,85,12,15.42,5.92,4.83,2.08,1.75,0.17,33.43,0.39
Ricky Rubio,G,MIN,75,15,12.53,2.73,7.53,1.73,1.27,0.07,29.38,0.39
T.J. McConnell,G,IND,78,15,9.87,4.13,6.47,2.13,2.2,0.6,30.79,0.39
Robert Williams III,C-F,BOS,77,15,9.47,7.8,1.93,0.93,0.53,2.53,29.99,0.39
Chris Boucher,C-F,TOR,80,15,15.0,5.47,1.0,0.8,0.67,1.8,29.66,0.37
Donte DiVincenzo,G,MIL,77,15,12.47,6.93,3.87,1.4,1.0,0.13,28.59,0.37
P.J. Washington,F,CHA,80,13,14.69,5.69,2.31,2.38,1.15,1.15,29.52,0.37
Jakob Poeltl,C,SAS,78,15,8.8,9.2,1.87,1.6,0.8,1.8,28.84,0.37
Al Horford,C-F,OKC,81,8,13.25,6.12,2.38,0.62,0.75,1.12,29.16,0.36
OG Anunoby,F,TOR,78,8,12.5,5.5,1.75,1.5,1.12,1.25,27.35,0.35
Kenyon Martin Jr.,F,HOU,67,7,11.0,6.14,0.86,1.86,0.71,1.14,23.37,0.35
Mike Conley,G,UTA,85,10,16.2,2.9,4.9,2.0,1.3,0.3,29.83,0.35
Tyrese Haliburton,G,SAC,83,11,12.36,3.27,4.82,1.27,1.64,0.55,28.79,0.35
Danilo Gallinari,F,ATL,79,15,15.2,4.87,1.73,0.87,1.07,0.27,26.77,0.34
Aleksej Pokusevski,C,OKC,71,6,9.67,8.0,2.33,1.67,0.5,0.5,24.1,0.34
Larry Nance Jr.,C-F,CLE,78,6,10.67,6.33,2.17,1.83,1.33,0.83,26.18,0.34
Jae'Sean Tate,F,HOU,77,15,11.67,5.87,1.8,1.27,1.8,0.33,26.54,0.34
Kevin Huerter,F-G,ATL,76,15,12.0,3.8,2.93,1.13,1.53,0.4,25.63,0.34
Coby White,G,CHI,79,15,14.67,4.67,3.47,2.07,0.67,0.2,26.0,0.33
Lauri Markkanen,C-F,CHI,83,7,16.29,5.57,1.0,0.86,0.29,0.86,27.04,0.33
Derrick White,G,SAS,79,9,13.89,2.89,3.33,1.56,0.78,0.89,25.8,0.33
Dillon Brooks,F-G,MEM,76,12,15.0,2.17,2.33,1.42,1.25,0.5,24.93,0.33
Caris LeVert,G,IND,83,5,14.0,3.8,3.8,1.8,1.4,0.0,26.66,0.32
Malik Beasley,G,MIN,81,6,18.67,2.67,2.0,2.17,1.0,0.17,26.2,0.32
Jordan Clarkson,G,UTA,84,15,17.4,3.27,2.67,1.73,1.0,0.0,26.59,0.32
Royce O'Neale,F,UTA,76,15,7.53,6.67,3.33,1.33,1.2,0.4,24.0,0.32
Joe Ingles,F-G,UTA,80,15,13.33,3.47,3.93,1.47,0.8,0.33,25.33,0.32
Keldon Johnson,F-G,SAS,80,12,13.75,5.58,1.92,0.83,0.33,0.58,25.24,0.32
Wendell Carter Jr.,C-F,CHI,80,15,9.67,7.47,2.07,1.07,0.47,1.0,25.06,0.31
Justin Holiday,F-G,IND,75,15,12.67,3.53,1.8,1.07,1.2,0.47,23.54,0.31
Brook Lopez,C,MIL,78,15,11.27,4.93,0.87,1.13,0.67,1.47,23.75,0.3
Daniel Theis,C-F,BOS,78,14,9.36,5.64,1.86,0.93,0.71,1.07,23.34,0.3
Isaiah Roby,F,OKC,76,15,9.73,6.2,2.2,2.4,1.07,0.6,23.07,0.3
Kyle Anderson,F-G,MEM,81,13,10.92,5.08,2.23,1.31,1.08,0.31,23.21,0.29
Brandon Clarke,F-G,MEM,81,14,10.43,5.64,1.14,0.29,0.93,0.79,23.77,0.29
De'Anthony Melton,G,MEM,77,15,9.4,3.73,2.67,1.0,1.6,0.27,22.48,0.29
Jrue Holiday,G,MIL,86,8,13.12,3.88,3.5,2.25,1.25,0.25,25.28,0.29
Ivica Zubac,C,LAC,79,15,9.47,7.73,1.33,1.2,0.53,0.67,23.15,0.29
Patrick Williams,F,CHI,76,15,9.8,5.6,1.6,1.27,0.67,0.87,22.25,0.29
Cedi Osman,F,CLE,74,14,8.86,4.5,3.07,1.21,1.14,0.21,21.72,0.29
Doug McDermott,F,IND,77,14,14.79,3.43,1.57,0.71,0.29,0.14,21.83,0.28
Lou Williams,G,LAC,80,14,12.86,2.07,3.36,1.86,1.21,0.07,22.38,0.28
Theo Maledon,G,OKC,75,14,9.07,3.79,4.36,2.21,0.93,0.07,20.94,0.28
Luguentz Dort,G,OKC,76,13,12.69,3.31,1.77,1.38,0.54,0.46,20.93,0.28
Ty Jerome,F-G,OKC,74,10,9.4,3.4,3.4,0.7,0.7,0.2,20.58,0.28
Miles Bridges,F,CHA,75,15,9.4,5.67,2.13,1.4,0.53,0.4,20.8,0.28
