PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Devonte' Graham,G,CHA,78,5,1.0,19.4,2.8,4.0,1.0,0.2,2.4,31.96,0.38
Deandre Ayton,C,PHX,84,5,0.0,15.4,10.0,0.6,0.6,0.8,1.6,30.9,0.37
Aleksej Pokusevski,C,OKC,71,4,0.0,13.75,5.0,3.5,0.25,1.25,3.0,26.5,0.37
Alec Burks,G,NYK,77,5,1.0,17.4,5.0,2.4,0.4,0.4,0.8,30.6,0.37
Malcolm Brogdon,G,IND,84,4,0.0,17.75,5.0,3.5,0.25,0.5,1.25,30.0,0.36
Norman Powell,"['G', 'G']",POR,81,4,0.0,17.75,2.5,1.5,1.75,1.0,1.75,29.5,0.36
Jaylen Brown,F-G,BOS,89,4,0.0,22.75,5.5,1.25,1.25,0.0,2.75,32.22,0.36
Jalen Brunson,G,DAL,80,5,0.0,16.0,4.8,4.2,0.8,0.0,1.6,28.86,0.36
Theo Maledon,G,OKC,75,5,1.0,13.2,5.8,3.2,1.0,0.4,2.4,28.76,0.36
Nerlens Noel,C-F,NYK,77,4,0.0,5.5,7.5,1.25,1.5,2.75,2.0,27.12,0.35
Kevin Porter Jr.,F-G,HOU,75,3,0.0,18.33,3.0,4.33,0.0,0.0,2.0,26.43,0.35
Isaiah Roby,F,OKC,76,5,0.0,10.2,7.2,2.0,1.4,1.0,2.2,26.84,0.35
Thaddeus Young,F,CHI,80,5,0.0,12.2,6.8,3.6,0.8,0.8,2.2,28.36,0.35
Jae Crowder,F,PHX,77,5,0.0,11.2,4.6,2.6,1.0,1.2,1.0,26.22,0.34
Dillon Brooks,F-G,MEM,76,5,0.0,18.8,2.2,1.0,1.2,0.2,1.2,25.94,0.34
Tyrese Haliburton,G,SAC,83,5,0.0,16.8,2.4,4.4,1.0,0.2,1.6,28.28,0.34
Ricky Rubio,G,MIN,75,5,0.0,4.8,3.4,7.4,1.8,0.2,1.6,24.38,0.33
Gordon Hayward,F,CHA,85,5,1.0,14.6,7.4,3.2,0.4,0.2,2.0,30.08,0.33
Tony Bradley,C-F,OKC,75,3,0.0,10.33,7.67,0.67,1.0,1.0,2.0,24.53,0.33
Tomas Satoransky,F-G,CHI,75,5,0.0,11.0,2.4,5.2,1.2,0.4,2.0,24.48,0.33
Miles Bridges,F,CHA,75,5,0.0,10.2,6.4,1.8,0.4,1.2,1.0,24.38,0.33
Brook Lopez,C,MIL,78,5,0.0,9.2,5.4,1.0,1.4,2.0,1.6,25.78,0.33
Taj Gibson,F,NYK,75,4,0.0,7.0,7.0,1.5,0.25,2.25,0.5,24.65,0.33
