PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Andrew Wiggins,F-G,GSW,79,3,1.0,18.0,5.67,2.67,1.0,1.0,1.67,35.13,0.42
Nikola Jokic,C,DEN,95,3,2.0,17.33,8.67,9.33,0.33,0.33,4.67,43.07,0.41
Ja Morant,G,MEM,86,3,1.0,18.33,3.33,8.0,1.33,0.0,3.0,37.33,0.41
Aaron Gordon,F,DEN,80,3,1.0,14.67,5.67,3.0,1.33,1.33,1.33,34.63,0.41
Duncan Robinson,F,MIA,75,3,0.0,19.67,5.0,3.0,0.33,0.33,1.67,30.5,0.41
Jaylen Brown,F-G,BOS,89,3,0.0,21.0,7.0,1.33,2.0,0.33,1.67,36.73,0.41
Marcus Smart,G,BOS,80,3,0.0,11.67,3.33,7.0,2.0,0.67,1.33,32.83,0.41
Tomas Satoransky,F-G,CHI,75,3,1.0,12.67,3.33,7.33,1.67,0.0,1.67,33.0,0.41
Tobias Harris,F,PHI,86,3,1.0,21.67,4.67,3.33,0.33,1.0,1.67,36.6,0.4
Dwight Howard,C-F,PHI,79,3,1.0,11.33,11.0,1.33,0.67,1.33,1.67,32.870000000000005,0.39
T.J. McConnell,G,IND,78,3,0.0,13.67,5.0,6.67,0.0,0.67,1.67,30.0,0.38
Eric Bledsoe,G,NOP,78,3,0.0,15.67,4.0,4.33,1.0,1.0,3.0,29.97,0.38
Chris Boucher,C-F,TOR,80,3,1.0,9.33,5.0,2.0,2.0,2.33,1.33,32.0,0.38
Will Barton,G,DEN,75,3,0.0,12.67,6.0,4.67,0.67,0.33,1.67,28.2,0.38
Zach LaVine,F-G,CHI,88,2,0.0,24.0,4.0,4.0,0.0,0.0,2.0,32.8,0.37
Kyle Kuzma,F,LAL,76,3,0.0,17.33,6.33,2.33,0.33,0.67,3.0,28.43,0.37
Kemba Walker,G,BOS,85,3,0.0,15.0,4.33,6.67,0.67,0.0,1.0,31.2,0.37
Josh Jackson,F-G,DET,76,3,0.0,16.67,3.67,3.0,1.33,0.0,1.33,28.23,0.37
Naji Marshall,F,NOP,68,2,0.0,10.5,4.5,3.0,1.5,0.5,1.5,24.9,0.37
Norman Powell,"['G', 'G']",POR,81,3,0.0,13.67,3.33,1.67,3.0,0.67,1.0,30.17,0.37
Myles Turner,C-F,IND,81,3,0.0,13.33,7.0,0.67,0.33,2.67,2.67,29.07,0.36
DeAndre' Bembry,F-G,TOR,74,2,0.0,10.0,5.5,3.5,1.5,0.5,1.5,26.35,0.36
Trae Young,G,ATL,87,2,1.0,20.5,2.0,7.5,1.0,0.0,7.0,32.15,0.35
Shake Milton,F-G,PHI,78,3,0.0,18.33,2.67,2.67,1.0,0.0,1.0,27.53,0.35
Grayson Allen,G,MEM,76,2,0.0,15.0,4.0,1.5,1.0,1.0,1.5,26.55,0.35
Kelly Oubre Jr.,F-G,GSW,79,3,1.0,12.33,7.33,1.33,1.0,1.0,1.67,29.47,0.35
Ben Simmons,F-G,PHI,88,3,0.0,8.67,9.33,5.0,1.33,0.33,1.33,31.03,0.35
Willy Hernangomez,C-F,NOP,76,2,0.0,12.0,10.5,0.5,0.5,0.5,2.0,26.35,0.35
Tyler Herro,G,MIA,80,3,1.0,15.67,3.67,2.0,0.67,0.67,0.0,29.07,0.34
Brook Lopez,C,MIL,78,3,0.0,13.0,4.0,1.0,0.33,2.0,0.0,26.3,0.34
Donte DiVincenzo,G,MIL,77,3,1.0,10.0,7.67,3.67,1.33,0.0,2.33,28.37,0.34
Jerami Grant,F,DET,83,3,1.0,16.33,4.33,3.67,0.33,0.67,1.67,30.37,0.34
Robert Covington,F,POR,77,3,1.0,13.0,6.33,0.33,1.33,0.67,0.67,28.43,0.34
Paul George,F,LAC,90,2,1.0,16.5,7.5,4.0,1.0,0.0,3.5,33.0,0.34
Lou Williams,G,ATL,80,3,0.0,13.67,3.0,5.0,0.67,0.33,1.33,26.43,0.33
Killian Hayes,G,DET,73,2,0.0,4.5,4.0,5.0,2.0,1.0,2.0,23.8,0.33
Montrezl Harrell,C-F,LAL,82,3,0.0,14.33,7.0,1.0,0.33,0.67,1.33,25.9,0.32
Hamidou Diallo,G,DET,77,2,0.0,12.5,5.5,2.5,0.5,0.5,1.5,24.35,0.32
Cory Joseph,G,DET,71,3,0.0,9.67,2.67,4.33,1.33,0.33,2.0,22.37,0.32
Danny Green,F-G,PHI,75,3,1.0,8.67,5.0,2.0,1.0,1.33,0.33,26.33,0.32
Markieff Morris,F,LAL,74,3,0.0,12.67,6.33,1.67,0.0,0.33,0.67,23.1,0.31
Terance Mann,F-G,LAC,72,3,0.0,11.33,5.67,3.0,0.33,0.0,1.67,21.97,0.31
Jaxson Hayes,C-F,NOP,76,3,0.0,11.0,4.67,1.33,0.67,1.0,0.33,23.27,0.31
Enes Kanter,C,POR,80,3,2.0,8.0,10.33,1.67,0.33,0.67,1.33,28.57,0.31
