PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Devonte' Graham,G,CHA,78,5,1.0,13.6,4.2,4.6,2.6,0.2,0.8,35.14,0.42
Khris Middleton,F,MIL,86,5,0.0,19.0,5.2,6.2,1.6,0.0,3.2,36.14,0.42
Jaylen Brown,F-G,BOS,89,5,1.0,22.4,6.8,1.4,1.6,0.6,2.0,39.26,0.42
Jayson Tatum,F-G,BOS,90,5,2.0,23.6,8.0,3.2,1.0,0.2,3.6,42.0,0.42
Robert Williams III,C-F,BOS,77,4,2.0,11.5,9.0,2.75,0.75,1.5,1.0,36.17,0.42
Andrew Wiggins,F-G,GSW,79,5,1.0,16.8,4.8,3.0,1.2,1.4,1.6,35.26,0.42
Trae Young,G,ATL,87,4,2.0,21.25,2.5,9.5,0.5,0.0,4.75,39.25,0.41
Jeremy Lamb,F-G,IND,79,2,1.0,11.0,5.0,0.5,3.5,2.0,1.5,34.75,0.41
Terry Rozier,G,CHA,82,5,1.0,18.6,5.4,3.8,0.8,0.6,2.0,34.98,0.4
Derrick White,G,SAS,79,5,0.0,19.2,3.4,3.4,0.6,1.0,1.8,31.38,0.4
T.J. McConnell,G,IND,78,5,1.0,13.2,4.4,8.0,0.8,0.4,2.8,33.28,0.4
Jakob Poeltl,C,SAS,78,5,1.0,10.6,9.4,2.4,1.4,1.0,1.2,33.480000000000004,0.4
Kevin Porter Jr.,F-G,HOU,75,5,1.0,15.6,5.0,6.0,0.6,0.4,4.4,31.2,0.39
Marcus Smart,G,BOS,80,5,0.0,13.2,3.0,6.6,1.6,0.8,2.4,31.5,0.39
D'Angelo Russell,G,MIN,83,2,0.0,21.0,3.0,4.0,0.5,0.5,1.5,32.1,0.39
James Johnson,F,NOP,77,5,1.0,13.2,4.4,3.4,0.8,2.0,1.8,32.18,0.39
Terrence Ross,F-G,ORL,77,5,0.0,17.8,3.2,3.2,1.2,0.4,1.4,29.84,0.39
Ricky Rubio,G,MIN,75,3,1.0,10.0,3.33,6.33,2.0,0.33,1.0,31.5,0.39
Tobias Harris,F,PHI,86,5,1.0,17.4,5.0,3.2,1.0,1.2,1.8,35.0,0.38
Donte DiVincenzo,G,MIL,77,5,1.0,11.6,6.8,3.6,1.8,0.0,2.0,30.56,0.37
Bobby Portis,F,MIL,80,4,0.0,14.25,10.0,1.0,0.75,0.0,0.25,29.75,0.37
Eric Bledsoe,G,NOP,78,5,0.0,17.4,3.8,3.6,0.6,0.6,2.2,28.76,0.37
Kelly Oubre Jr.,F-G,GSW,79,5,1.0,14.8,7.8,1.0,1.2,0.6,1.6,31.46,0.37
Tomas Satoransky,F-G,CHI,75,5,1.0,10.8,3.6,6.4,1.4,0.0,1.8,29.12,0.36
Miles Bridges,F,CHA,75,5,1.0,13.4,5.4,1.8,1.0,1.0,1.6,28.98,0.36
Rui Hachimura,F,WAS,77,3,1.0,16.33,4.33,2.33,1.33,0.0,1.67,29.37,0.36
Ja Morant,G,MEM,86,5,1.0,16.8,4.2,7.0,1.0,0.0,4.2,33.14,0.36
Grayson Allen,G,MEM,76,4,0.0,17.0,3.25,2.25,0.5,0.5,0.75,26.52,0.35
Kemba Walker,G,BOS,85,4,0.0,14.75,4.0,6.5,0.5,0.0,1.0,29.8,0.35
Aaron Gordon,F,DEN,80,5,1.0,12.4,4.6,3.0,1.2,1.0,1.4,29.62,0.35
Naji Marshall,F,NOP,68,4,0.0,8.5,4.75,3.0,1.5,0.5,1.0,23.7,0.35
RJ Barrett,F-G,NYK,79,5,1.0,19.2,3.6,1.6,0.6,0.4,2.4,28.52,0.34
Cody Zeller,C-F,CHA,79,5,0.0,12.2,8.6,1.6,1.0,0.0,0.8,27.12,0.34
Danny Green,F-G,PHI,75,5,1.0,10.2,4.2,2.0,1.2,1.0,0.4,26.44,0.33
Dillon Brooks,F-G,MEM,76,5,0.0,18.2,2.2,1.4,1.0,0.2,1.6,24.94,0.33
Rudy Gay,F-G,SAS,78,5,1.0,13.2,5.4,1.8,0.8,0.6,0.8,27.78,0.33
Dwight Howard,C-F,PHI,79,5,1.0,9.6,9.8,1.0,0.6,0.8,1.2,27.86,0.33
Ben Simmons,F-G,PHI,88,5,0.0,9.8,6.8,4.8,1.8,0.2,1.8,29.36,0.33
Jae'Sean Tate,F,HOU,77,5,0.0,12.4,4.4,3.4,0.6,0.4,1.4,24.38,0.32
Brook Lopez,C,MIL,78,5,0.0,12.8,3.8,1.2,0.4,1.6,0.0,25.16,0.32
Steven Adams,C,NOP,80,4,0.0,8.5,8.5,2.0,1.25,0.25,1.5,24.7,0.31
Taj Gibson,F,NYK,75,5,0.0,5.8,5.4,0.8,1.8,1.6,0.8,22.88,0.31
Deni Avdija,F,WAS,74,5,0.0,10.2,8.2,1.0,0.2,0.4,0.4,22.94,0.31
