PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
Jaylen Brown,F-G,BOS,89,5,22.8,4.4,4.2,2.8,1.8,1.0,39.98,0.45
Devin Booker,G,PHX,88,5,26.6,4.4,6.4,4.0,0.2,0.4,39.28,0.45
Draymond Green,F,GSW,80,4,10.25,8.25,7.5,3.0,1.75,0.75,35.9,0.45
Kristaps Porzingis,C-F,DAL,86,4,21.5,10.0,0.5,1.5,0.25,1.5,38.0,0.44
Will Barton,G,DEN,75,5,20.6,4.2,3.2,2.6,1.0,0.6,32.64,0.44
Kenyon Martin Jr.,F,HOU,67,5,13.8,7.4,1.2,2.0,1.0,1.4,29.68,0.44
Buddy Hield,G,SAC,77,5,18.0,5.4,4.2,1.4,1.0,0.2,32.98,0.43
Bam Adebayo,C-F,MIA,88,2,14.5,10.5,6.0,2.5,0.5,1.0,38.1,0.43
Collin Sexton,G,CLE,83,5,23.2,3.2,4.2,2.8,1.4,0.0,34.74,0.42
Thaddeus Young,F,CHI,80,5,14.0,8.6,4.6,3.0,1.0,0.8,33.62,0.42
Myles Turner,C-F,IND,81,5,12.6,7.6,1.2,1.6,0.6,3.2,33.32,0.41
Jerami Grant,F,DET,83,4,22.75,3.5,2.5,2.75,0.75,1.25,33.95,0.41
Ricky Rubio,G,MIN,75,5,11.2,2.6,8.0,1.8,2.0,0.2,31.12,0.41
Malcolm Brogdon,G,IND,84,5,22.4,4.6,4.6,2.8,0.6,0.0,33.82,0.4
Josh Richardson,F-G,DAL,78,5,15.8,3.0,3.6,1.4,1.6,1.0,31.2,0.4
Robert Covington,F,POR,77,5,12.0,6.8,2.2,1.0,1.4,1.4,30.86,0.4
Delon Wright,G,DET,77,4,11.0,5.25,6.25,2.25,2.0,0.25,31.17,0.4
Mason Plumlee,C-F,DET,80,5,10.2,11.2,3.0,1.6,0.6,1.0,31.34,0.39
Chris Paul,G,PHX,88,5,14.4,4.6,6.4,2.8,2.4,0.0,33.92,0.39
Enes Kanter,C,POR,80,5,13.2,10.2,1.4,1.4,0.8,0.6,30.34,0.38
Jordan Poole,G,GSW,72,5,19.0,1.8,2.2,0.4,0.6,0.2,26.46,0.37
Ja Morant,G,MEM,86,5,17.4,3.6,7.2,2.8,0.6,0.0,31.52,0.37
Harrison Barnes,F,SAC,80,5,15.8,7.2,3.0,1.2,0.6,0.0,29.54,0.37
Carmelo Anthony,F,POR,79,5,15.8,3.4,3.8,1.2,0.8,0.6,28.58,0.36
Andrew Wiggins,F-G,GSW,79,5,18.2,4.2,1.6,1.8,1.4,0.2,28.64,0.36
Jaylen Nowell,G,MIN,74,5,15.6,4.0,2.6,1.2,0.4,0.8,26.7,0.36
Jae'Sean Tate,F,HOU,77,5,11.8,5.4,1.8,1.4,2.2,0.4,27.38,0.36
Dejounte Murray,G,SAS,83,5,15.0,6.8,4.2,2.0,0.8,0.0,29.86,0.36
Jakob Poeltl,C,SAS,78,5,10.6,9.4,2.2,1.8,0.4,1.2,28.18,0.36
Joe Ingles,F-G,UTA,80,5,16.0,4.8,3.0,1.6,0.8,0.2,27.66,0.35
Deandre Ayton,C,PHX,84,5,13.0,8.4,0.8,1.4,0.8,1.4,29.48,0.35
Lauri Markkanen,C-F,CHI,83,5,17.6,5.8,1.0,1.0,0.2,1.0,28.66,0.35
Caris LeVert,G,IND,83,3,16.33,4.0,3.0,2.0,1.67,0.0,28.63,0.34
Jamal Murray,G,DEN,86,5,14.2,3.0,5.4,1.8,1.8,0.0,29.5,0.34
Saddiq Bey,F,DET,78,5,15.2,5.0,1.6,0.4,0.8,0.4,26.8,0.34
Josh Jackson,F-G,DET,76,4,12.0,3.75,3.5,1.5,0.75,1.0,25.5,0.34
Larry Nance Jr.,C-F,CLE,78,4,11.75,6.75,2.5,2.25,1.0,0.75,26.6,0.34
De'Anthony Melton,G,MEM,77,5,9.6,3.8,3.6,0.8,2.0,0.2,25.36,0.33
Gary Trent Jr.,F-G,POR,78,5,15.4,2.6,1.4,1.0,1.8,0.2,25.62,0.33
Kemba Walker,G,BOS,85,4,14.5,3.25,4.5,3.0,1.0,0.75,27.4,0.32
Duncan Robinson,F,MIA,75,5,13.0,3.8,1.4,0.2,1.4,0.0,23.66,0.32
Cameron Payne,G,PHX,77,5,11.0,3.4,5.2,1.6,0.8,0.4,24.88,0.32
Tyler Herro,G,MIA,80,5,13.8,4.8,2.6,1.6,0.8,0.4,25.46,0.32
Jeff Green,F,BKN,76,4,12.75,5.5,2.5,0.25,0.0,0.5,24.35,0.32
Derrick White,G,SAS,79,5,13.2,2.8,2.8,2.0,0.4,1.4,24.16,0.31
Jarrett Allen,C,CLE,84,5,9.2,9.2,1.2,0.6,0.2,1.4,26.24,0.31
Brandon Clarke,F-G,MEM,81,5,9.2,5.0,1.6,0.2,0.8,1.8,25.2,0.31
Darius Garland,G,CLE,77,4,15.75,1.5,5.25,3.0,0.5,0.0,23.92,0.31
Cory Joseph,G,SAC,71,5,9.8,3.2,2.4,1.0,2.0,0.0,22.24,0.31
Royce O'Neale,F,UTA,76,5,7.4,6.8,3.6,1.8,1.2,0.2,23.36,0.31
Doug McDermott,F,IND,77,5,15.8,3.4,1.4,0.6,0.6,0.2,23.78,0.31
Aron Baynes,C-F,TOR,75,5,8.4,7.4,1.2,0.8,0.4,1.0,22.48,0.3
Aaron Gordon,F,ORL,80,2,13.0,3.5,3.5,0.0,0.0,0.5,23.95,0.3
Mikal Bridges,F,PHX,83,5,12.8,3.2,3.2,1.4,1.0,0.6,24.84,0.3
Paul Millsap,F,DEN,79,4,7.5,5.25,2.0,0.5,1.25,1.25,23.8,0.3
Wendell Carter Jr.,C-F,CHI,80,5,8.6,9.0,1.8,0.8,0.2,0.8,24.3,0.3
Goran Dragic,G,MIA,80,5,9.4,4.4,5.6,2.4,0.6,0.2,23.08,0.29
