PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
Nickeil Alexander-Walker,G,NOP,76,5,12.6,4.0,1.4,1.4,1.0,0.8,23.5,0.31
Joe Harris,F-G,BKN,79,5,13.6,3.8,2.2,1.4,1.2,0.4,24.86,0.31
Gary Trent Jr.,F-G,POR,78,5,13.8,3.2,1.4,0.8,1.4,0.2,23.74,0.3
Duncan Robinson,F,MIA,75,5,12.0,3.6,2.2,0.4,1.0,0.2,22.82,0.3
Immanuel Quickley,G,NYK,80,4,16.25,2.25,2.25,0.75,0.75,0.0,23.82,0.3
DeAndre Jordan,C,BKN,79,5,10.4,7.0,1.0,1.0,0.6,0.8,23.5,0.3
Kelly Oubre Jr.,F-G,GSW,79,5,10.8,4.6,1.2,1.4,1.0,1.0,22.72,0.29
Enes Kanter,C,POR,80,5,9.6,8.8,0.8,1.6,0.8,0.4,23.36,0.29
Shake Milton,F-G,PHI,78,5,14.0,1.8,3.2,2.0,0.6,0.4,21.96,0.28
Carmelo Anthony,F,POR,79,5,12.8,3.2,2.8,1.0,0.4,0.4,22.24,0.28
CJ McCollum,G,POR,88,4,16.5,3.0,2.25,1.0,0.5,0.25,24.72,0.28
Matisse Thybulle,F-G,PHI,74,5,5.4,3.0,1.4,0.0,1.4,1.6,20.1,0.27
Jae Crowder,F,PHX,77,5,8.8,4.8,1.8,0.8,0.8,0.6,20.66,0.27
Markieff Morris,F,LAL,74,5,8.0,6.4,1.2,1.0,0.4,0.4,18.88,0.26
Nerlens Noel,C-F,NYK,77,5,4.6,6.4,0.4,1.0,1.0,1.6,19.68,0.26
Goran Dragic,G,MIA,80,4,6.75,3.5,5.25,2.25,1.0,0.5,21.08,0.26
Facundo Campazzo,G,DEN,74,5,1.6,2.6,6.4,1.2,1.6,0.2,18.52,0.25
Jeff Green,F,BKN,76,5,9.2,5.2,1.6,0.2,0.0,0.4,18.84,0.25
Furkan Korkmaz,F-G,PHI,73,5,11.6,1.2,1.4,0.8,0.8,0.2,17.34,0.24
Alex Caruso,G,LAL,74,3,5.0,4.67,3.0,1.33,1.0,0.33,17.77,0.24
Paul Millsap,F,DEN,79,5,5.8,4.2,1.6,0.6,1.4,0.8,19.24,0.24
James Wiseman,C,GSW,79,2,11.5,6.0,0.5,2.0,0.0,0.5,18.95,0.24
Raul Neto,G,WAS,76,5,6.8,1.8,3.2,1.0,1.6,0.0,17.56,0.23
Kevon Looney,F,GSW,76,4,5.0,3.5,2.0,1.0,1.0,0.75,16.45,0.22
Derrick Jones Jr.,F-G,POR,76,5,5.8,3.0,1.0,0.4,1.0,1.0,16.5,0.22
Tony Bradley,C-F,PHI,75,5,4.8,7.0,2.0,0.8,0.2,0.2,16.6,0.22
Al-Farouq Aminu,F,ORL,75,5,4.6,6.2,1.2,1.4,1.0,0.4,16.64,0.22
Cameron Payne,G,PHX,77,5,8.2,3.0,3.6,1.6,0.0,0.2,16.2,0.21
Damion Lee,F-G,GSW,75,4,8.0,3.25,1.75,0.75,0.25,0.5,16.02,0.21
Michael Carter-Williams,G,ORL,74,3,7.0,3.0,4.67,4.0,0.0,0.67,15.6,0.21
PJ Dozier,F-G,DEN,75,5,8.0,2.8,1.4,1.6,0.8,0.2,14.86,0.2
Dwayne Bacon,F-G,ORL,71,5,8.2,3.0,1.8,0.4,0.0,0.0,14.1,0.2
Nico Mannion,G,GSW,69,5,5.8,2.0,2.2,0.4,0.8,0.0,13.5,0.2
Bruce Brown,F-G,BKN,77,5,7.0,3.6,1.6,0.4,0.4,0.2,15.12,0.2
