PLAYER_NAME,POSITION,TEAM,RATING,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Ivica Zubac,C,LAC,79,0.0,10.9,9.3,1.4,0.6,1.3,1.4,28.46,0.36
Thaddeus Young,F,CHI,80,0.0,11.6,5.5,4.5,1.4,0.5,2.2,28.45,0.36
Brook Lopez,C,MIL,78,0.0,13.4,6.3,0.8,0.7,1.8,1.2,28.46,0.36
Theo Maledon,G,OKC,75,2.0,13.7,4.1,4.5,1.2,0.1,2.5,30.77,0.36
Bobby Portis,F,MIL,80,0.0,14.1,8.1,1.2,0.9,0.4,1.2,28.32,0.35
Donte DiVincenzo,G,MIL,77,1.0,12.4,5.7,3.4,1.3,0.2,1.6,29.24,0.35
Tomas Satoransky,F-G,CHI,75,1.0,10.9,3.4,6.3,0.9,0.3,2.3,27.73,0.34
Hamidou Diallo,G,DET,77,0.0,12.1,5.3,2.5,1.0,0.5,1.5,25.21,0.33
Gary Trent Jr.,F-G,TOR,78,0.0,17.2,2.8,1.6,1.1,0.1,1.0,25.56,0.33
Jordan Clarkson,G,UTA,84,0.0,17.6,3.9,2.3,0.9,0.1,1.6,27.13,0.32
Taurean Prince,F,CLE,73,0.0,11.2,4.5,2.0,0.8,0.8,1.4,23.0,0.32
Mikal Bridges,F,PHX,83,1.0,12.7,4.8,2.1,0.9,0.8,0.8,27.91,0.31
Isaiah Stewart,C-F,DET,76,0.0,8.1,6.8,0.9,0.7,1.1,1.0,22.01,0.29
Bojan Bogdanovic,F,UTA,78,0.0,14.1,3.9,2.1,0.6,0.1,1.4,22.63,0.29
Jae Crowder,F,PHX,77,0.0,10.6,4.7,2.0,0.9,0.4,0.9,22.24,0.29
Patrick Williams,F,CHI,76,0.0,10.4,5.2,1.4,0.8,0.8,1.6,21.94,0.29
Kevin Love,C-F,CLE,82,0.0,11.3,6.8,2.6,0.6,0.3,2.1,23.96,0.29
Joe Ingles,F-G,UTA,80,0.0,11.6,3.4,4.1,0.7,0.2,1.4,23.13,0.29
Saddiq Bey,F,DET,78,0.0,13.0,4.5,1.6,0.7,0.1,1.0,22.2,0.28
Enes Kanter,C,POR,80,2.0,9.2,8.2,0.9,0.4,0.5,0.9,26.19,0.28
Trevor Ariza,F,MIA,74,0.0,7.8,4.2,1.9,1.0,0.9,0.9,20.49,0.28
Josh Richardson,F-G,DAL,78,0.0,11.9,3.5,2.6,0.9,0.3,1.5,22.1,0.28
Duncan Robinson,F,MIA,75,0.0,12.7,3.8,1.6,0.6,0.2,1.1,20.96,0.28
Dorian Finney-Smith,F,DAL,74,1.0,9.6,5.2,1.6,0.8,0.3,0.7,22.84,0.28
Markieff Morris,F,LAL,74,0.0,9.0,6.1,1.4,0.5,0.5,1.1,20.32,0.27
Ty Jerome,F-G,OKC,74,0.0,10.1,3.0,3.2,0.8,0.1,1.0,20.2,0.27
Talen Horton-Tucker,G,LAL,75,0.0,9.6,3.2,2.8,0.9,0.5,1.7,20.14,0.27
Goran Dragic,G,MIA,80,0.0,12.1,3.2,4.1,0.5,0.2,2.4,21.79,0.27
Royce O'Neale,F,UTA,76,0.0,6.3,6.4,2.4,0.8,0.5,1.2,20.28,0.27
Pat Connaughton,F-G,MIL,76,0.0,8.6,5.5,1.5,0.9,0.4,0.6,20.75,0.27
Alex Caruso,G,LAL,74,0.0,7.0,3.7,2.9,1.4,0.2,1.5,19.09,0.26
Carmelo Anthony,F,POR,79,0.0,12.1,3.0,1.4,0.7,0.5,0.9,20.5,0.26
Reggie Jackson,G,LAC,77,0.0,10.9,2.9,3.4,0.6,0.1,1.4,20.18,0.26
Delon Wright,G,SAC,77,0.0,7.4,3.2,3.9,1.1,0.3,1.1,20.19,0.26
Montrezl Harrell,C-F,LAL,82,0.0,11.0,5.4,0.8,0.6,0.6,0.9,21.38,0.26
Stanley Johnson,F-G,TOR,73,0.0,6.0,3.6,2.4,1.2,0.6,1.2,18.12,0.25
Patrick Beverley,G,LAC,78,0.0,8.3,3.5,1.9,0.8,0.8,0.9,19.25,0.25
