PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
Chuma Okeke,F,ORL,72,3,13.0,3.67,1.67,0.67,1.0,0.0,21.23,0.29
Michael Carter-Williams,G,ORL,74,3,8.67,5.0,4.0,2.33,0.67,0.33,20.33,0.27
Carmelo Anthony,F,POR,79,3,14.33,2.67,1.67,0.67,0.67,0.33,21.37,0.27
Markieff Morris,F,LAL,74,3,11.33,5.0,1.0,2.0,0.33,0.33,18.17,0.25
Anfernee Simons,G,POR,75,2,12.0,2.5,2.5,1.0,0.0,0.0,17.75,0.24
Torrey Craig,F,PHX,75,3,8.0,4.33,2.0,0.33,0.33,0.33,17.2,0.23
Dwayne Bacon,F-G,ORL,71,3,9.33,2.33,3.0,0.67,0.33,0.0,16.63,0.23
Paul Watson,G,TOR,67,2,9.0,4.0,1.0,0.0,0.0,0.0,15.3,0.23
Will Barton,G,DEN,75,3,7.33,3.67,0.67,2.0,1.67,1.67,17.4,0.23
Mikal Bridges,F,PHX,83,3,9.33,4.0,2.33,2.0,0.67,0.67,18.3,0.22
Talen Horton-Tucker,G,LAL,75,3,7.67,2.33,3.0,1.33,1.33,0.0,16.3,0.22
James Ennis III,F,ORL,76,3,8.67,4.33,2.33,1.67,0.67,0.0,17.03,0.22
Cody Zeller,C-F,CHA,79,2,6.5,7.0,0.5,0.0,1.0,0.0,17.65,0.22
Alex Caruso,G,LAL,74,3,5.33,4.0,1.67,1.33,2.33,0.0,15.97,0.22
Miles Bridges,F,CHA,75,3,5.67,5.33,1.33,0.33,0.33,1.0,16.4,0.22
Chris Boucher,C-F,TOR,80,3,5.33,6.33,0.0,0.33,0.0,2.0,16.6,0.21
Bismack Biyombo,C,CHA,75,3,6.67,4.67,1.33,1.0,0.33,1.0,15.93,0.21
Kentavious Caldwell-Pope,G,LAL,75,3,9.67,2.0,2.0,1.67,1.0,0.0,15.4,0.21
PJ Dozier,F-G,DEN,75,3,7.33,4.67,1.33,0.0,0.0,0.33,15.6,0.21
Derrick Jones Jr.,F-G,POR,76,3,8.67,2.67,1.0,0.0,0.33,1.0,16.03,0.21
Wesley Matthews,F-G,LAL,73,3,8.67,2.67,0.67,0.0,1.0,0.0,14.87,0.2
Danilo Gallinari,F,ATL,79,3,10.0,2.33,1.67,1.33,0.0,0.0,13.97,0.18
Cody Martin,F,CHA,74,3,4.67,3.67,2.33,1.0,0.0,0.33,12.23,0.17
Cameron Johnson,F,PHX,78,3,6.0,2.67,2.0,0.0,0.33,0.33,13.53,0.17
Tony Snell,G,ATL,73,3,6.0,3.67,1.33,0.33,0.0,0.0,12.07,0.17
Cameron Payne,G,PHX,77,3,4.33,2.67,3.0,0.67,0.67,0.33,13.37,0.17
Kevin Huerter,F-G,ATL,76,3,5.67,1.67,3.67,1.67,0.33,0.0,12.17,0.16
Gary Trent Jr.,F-G,TOR,78,2,9.5,0.5,0.0,0.5,1.0,0.0,11.6,0.15
Facundo Campazzo,G,DEN,74,3,2.67,2.33,2.67,0.33,0.67,0.0,10.47,0.14
Zeke Nnaji,C-F,DEN,72,3,5.33,4.0,0.0,0.33,0.0,0.0,9.8,0.14
JaMychal Green,C-F,DEN,77,3,3.33,3.0,0.33,0.67,0.67,1.0,10.1,0.13
Solomon Hill,F,ATL,70,2,4.0,1.0,0.5,0.0,1.0,0.5,8.95,0.13
Dario Saric,C-F,PHX,79,3,4.67,3.67,0.67,0.67,0.0,0.0,9.4,0.12
Marc Gasol,C,LAL,75,2,4.5,2.0,1.5,2.0,0.5,0.5,9.15,0.12
Chasson Randle,G,ORL,71,2,6.0,1.0,1.0,1.5,0.0,0.5,8.2,0.12
Langston Galloway,G,PHX,76,3,5.67,1.0,0.33,0.67,0.0,0.0,6.7,0.09
Devontae Cacok,F,LAL,69,2,2.0,1.5,0.0,0.0,0.5,0.5,5.8,0.08
Rodney Hood,F-G,TOR,73,2,2.5,2.0,1.0,1.0,0.0,0.0,5.4,0.07
Aron Baynes,C-F,TOR,75,3,2.67,2.0,0.67,0.67,0.0,0.0,5.4,0.07
Alfonzo McKinnie,F,LAL,70,3,3.33,0.67,0.0,0.0,0.0,0.0,4.13,0.06
Malachi Flynn,G,TOR,71,3,1.67,1.33,1.33,0.67,0.0,0.0,4.6,0.06
Onyeka Okongwu,C-F,ATL,75,3,2.0,1.33,0.0,0.0,0.0,0.0,3.6,0.05
Kostas Antetokounmpo,F,LAL,69,2,1.0,0.5,0.0,0.5,0.5,0.5,3.1,0.04
Stanley Johnson,F-G,TOR,73,2,0.0,1.5,0.0,0.5,0.0,0.0,1.3,0.02
