PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jerami Grant,F,DET,83,5,1.0,18.8,3.4,2.6,0.6,1.8,1.8,34.18,0.39
Hamidou Diallo,G,DET,77,3,0.0,14.67,6.33,2.0,0.67,1.0,1.33,28.93,0.38
Terance Mann,F-G,LAC,72,5,0.0,12.6,7.0,3.4,0.4,0.2,0.8,27.1,0.38
Darius Garland,G,CLE,77,5,0.0,17.8,2.8,4.6,1.2,0.0,2.6,29.06,0.38
Bogdan Bogdanovic,G,ATL,76,5,1.0,14.8,2.6,3.0,1.8,0.2,0.6,29.82,0.37
Devonte' Graham,G,CHA,78,5,1.0,18.6,2.4,4.8,0.8,0.2,2.6,31.08,0.37
Danny Green,F-G,PHI,75,5,1.0,15.0,2.8,1.0,1.4,1.2,0.6,29.06,0.36
Ivica Zubac,C,LAC,79,5,0.0,10.2,10.8,0.8,0.4,1.6,1.6,28.76,0.36
Tyler Herro,G,MIA,80,5,1.0,16.8,3.2,4.4,0.6,0.2,1.4,30.24,0.35
Derrick White,G,SAS,79,5,0.0,15.4,3.8,3.0,0.8,0.6,0.8,27.86,0.35
Chuma Okeke,F,ORL,72,5,0.0,14.2,4.2,2.0,1.2,0.2,1.4,25.04,0.35
Mason Plumlee,C-F,DET,80,5,0.0,11.8,7.8,2.8,0.6,0.8,2.0,27.56,0.34
Reggie Jackson,G,LAC,77,5,0.0,16.8,2.6,4.2,0.6,0.0,2.0,26.02,0.34
Dean Wade,C-F,CLE,70,5,0.0,9.0,4.6,2.6,1.2,0.6,0.2,23.62,0.34
Ben Simmons,F-G,PHI,88,5,0.0,14.6,6.4,5.0,1.4,0.4,5.0,30.18,0.34
Draymond Green,F,GSW,80,4,0.0,6.0,6.0,6.75,1.0,1.0,3.0,26.32,0.33
Jordan Poole,G,GSW,72,5,0.0,16.8,2.4,3.4,0.4,0.0,2.0,23.98,0.33
Mo Bamba,C,ORL,74,3,0.0,11.33,6.33,1.33,0.0,1.33,0.33,24.6,0.33
Cory Joseph,G,DET,71,5,0.0,9.4,3.4,4.6,1.4,0.2,2.6,22.58,0.32
P.J. Washington,F,CHA,80,5,0.0,7.0,9.4,2.6,0.8,1.4,2.8,25.98,0.32
Paul Millsap,F,DEN,79,5,0.0,9.6,4.4,2.6,1.4,1.0,0.6,25.38,0.32
Michael Carter-Williams,G,ORL,74,5,1.0,6.8,5.0,4.8,1.2,0.6,1.8,25.6,0.32
Blake Griffin,F,BKN,78,4,0.0,10.25,5.0,2.75,1.25,0.25,1.0,23.88,0.31
Rudy Gay,F-G,SAS,78,4,0.0,11.0,5.75,1.25,1.0,0.75,1.0,24.02,0.31
Nicolas Batum,F-G,LAC,77,5,0.0,7.2,7.0,3.2,0.6,0.8,1.6,23.0,0.3
Steven Adams,C,NOP,80,5,0.0,6.4,7.2,1.2,1.0,1.8,1.2,24.04,0.3
Aaron Gordon,F,DEN,80,4,0.0,11.25,4.0,2.75,0.75,0.75,1.75,22.92,0.29
Will Barton,G,DEN,75,5,0.0,7.6,4.8,2.2,1.2,1.0,1.8,21.46,0.29
Duncan Robinson,F,MIA,75,5,0.0,14.4,3.4,2.4,0.2,0.2,1.6,21.68,0.29
Dwayne Bacon,F-G,ORL,71,5,0.0,12.4,3.6,2.0,0.4,0.0,0.6,20.32,0.29
Juan Toscano-Anderson,F,GSW,75,4,0.0,7.0,3.5,2.75,1.5,0.5,0.25,21.08,0.28
Khem Birch,C,ORL,76,5,1.0,6.6,5.2,2.2,1.4,0.4,0.4,23.14,0.28
Wendell Carter Jr.,C-F,ORL,80,4,0.0,8.0,7.75,1.5,0.5,0.75,1.25,22.05,0.28
Shake Milton,F-G,PHI,78,5,0.0,14.4,2.6,2.8,0.6,0.4,2.8,21.92,0.28
Saddiq Bey,F,DET,78,5,0.0,11.6,4.2,2.6,0.4,0.4,1.4,21.54,0.28
James Wiseman,C,GSW,79,4,0.0,11.75,5.5,0.5,0.25,1.25,1.75,21.85,0.28
Miles Bridges,F,CHA,75,5,0.0,8.6,6.2,1.4,0.2,1.0,1.0,20.74,0.28
Nicolas Claxton,C-F,BKN,74,5,0.0,7.4,6.4,0.4,0.4,1.2,0.2,20.28,0.27
Kira Lewis Jr.,G,NOP,72,5,0.0,10.0,1.6,3.6,0.4,0.4,0.0,19.72,0.27
Bruce Brown,F-G,BKN,77,5,0.0,9.0,4.8,2.2,0.8,0.2,1.2,19.86,0.26
Dwight Howard,C-F,PHI,79,5,0.0,6.2,9.2,0.8,0.4,0.8,1.8,20.24,0.26
Eric Bledsoe,G,NOP,78,5,0.0,9.6,3.0,4.0,0.6,0.2,1.2,20.4,0.26
Trevor Ariza,F,MIA,74,5,0.0,6.8,5.4,1.8,0.8,0.6,0.8,19.38,0.26
Saben Lee,G,DET,75,5,0.0,7.0,2.2,4.6,0.6,0.6,1.2,18.94,0.25
Jeff Green,F,BKN,76,5,0.0,9.6,3.4,0.4,0.4,1.2,1.2,17.88,0.24
Cody Zeller,C-F,CHA,79,4,0.0,7.75,7.0,0.75,0.75,0.0,0.25,19.27,0.24
Robin Lopez,C,WAS,76,5,0.0,8.4,4.6,0.4,0.2,1.0,1.0,17.12,0.23
Andre Iguodala,F-G,MIA,73,5,0.0,3.0,5.6,2.0,1.0,0.6,1.0,16.52,0.23
