PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Kyle Kuzma,F,LAL,76,5,0.0,15.8,8.8,4.8,0.6,0.0,3.0,32.36,0.43
Ja Morant,G,MEM,86,5,0.0,19.2,4.0,7.8,0.4,0.4,2.2,35.9,0.42
Devin Booker,G,PHX,88,5,1.0,24.0,5.4,3.6,1.2,0.0,2.2,39.28,0.42
CJ McCollum,G,POR,88,5,2.0,21.8,4.0,5.0,0.6,1.0,2.2,40.7,0.42
Nerlens Noel,C-F,NYK,77,4,0.0,8.25,9.25,1.25,1.75,2.5,1.75,32.22,0.42
Luka Doncic,F-G,DAL,93,3,0.0,25.67,4.67,5.0,1.0,0.33,4.0,38.77,0.42
Malcolm Brogdon,G,IND,84,4,0.0,19.0,4.75,5.5,0.5,0.5,1.5,34.45,0.41
Khris Middleton,F,MIL,86,4,0.0,21.5,6.75,4.25,0.5,0.25,2.75,35.48,0.41
Jakob Poeltl,C,SAS,78,5,0.0,12.0,9.0,1.2,0.0,2.8,1.4,31.6,0.41
Myles Turner,C-F,IND,81,4,0.0,9.0,5.75,1.5,0.75,4.75,1.75,32.9,0.41
DeMar DeRozan,F-G,SAS,87,5,0.0,20.8,3.2,5.0,1.6,0.0,2.2,34.74,0.4
Fred VanVleet,G,TOR,85,5,1.0,22.0,4.4,3.2,1.2,0.0,2.0,35.68,0.4
Mason Plumlee,C-F,DET,80,5,0.0,10.6,9.2,3.0,1.4,1.0,2.2,31.14,0.39
Damian Lillard,G,POR,94,4,1.0,21.25,2.5,8.25,0.25,0.25,1.75,38.38,0.39
Dillon Brooks,F-G,MEM,76,5,0.0,20.2,3.4,2.2,1.0,0.2,1.4,29.78,0.39
Giannis Antetokounmpo,F,MIL,96,3,0.0,20.33,7.33,5.0,0.33,0.67,3.0,36.63,0.38
Chris Paul,G,PHX,88,5,0.0,15.6,4.0,6.6,1.6,0.0,2.0,33.1,0.38
Marcus Smart,G,BOS,80,5,0.0,14.8,4.0,5.0,1.0,0.6,1.8,30.1,0.38
Aleksej Pokusevski,C,OKC,71,5,0.0,12.8,5.8,3.2,0.6,1.0,2.6,26.76,0.38
Tyrese Haliburton,G,SAC,83,5,0.0,18.8,2.4,4.4,1.0,0.4,1.6,30.88,0.37
Caris LeVert,G,IND,83,5,0.0,15.6,4.8,3.8,1.4,0.0,0.6,30.66,0.37
Isaiah Roby,F,OKC,76,5,0.0,10.4,6.8,1.8,1.4,1.2,1.6,27.46,0.36
Derrick White,G,SAS,79,5,0.0,16.0,3.2,2.6,0.8,1.2,1.4,28.34,0.36
Kelly Olynyk,C-F,HOU,74,4,1.0,12.0,6.5,1.75,1.0,0.5,1.25,27.68,0.35
Tyler Herro,G,MIA,80,5,1.0,15.6,3.6,4.8,0.6,0.2,1.6,29.92,0.35
Ricky Rubio,G,MIN,75,5,0.0,5.2,3.6,8.2,1.8,0.2,1.6,26.22,0.35
Theo Maledon,G,OKC,75,5,1.0,13.4,5.2,2.4,1.4,0.2,2.0,28.04,0.35
Tomas Satoransky,F-G,CHI,75,5,0.0,10.8,2.2,5.6,1.4,0.6,2.0,25.84,0.34
Tim Hardaway Jr.,F-G,DAL,79,5,0.0,19.4,4.6,1.8,0.0,0.0,0.6,27.02,0.34
Jerami Grant,F,DET,83,5,0.0,18.0,3.2,2.2,0.6,1.2,2.2,28.34,0.34
Thaddeus Young,F,CHI,80,5,0.0,10.0,6.4,3.8,1.2,0.8,2.4,26.98,0.34
Norman Powell,"['G', 'G']",POR,81,4,0.0,19.0,2.25,1.75,1.25,0.5,2.25,27.32,0.34
Kyle Anderson,F-G,MEM,81,5,0.0,9.6,3.8,4.0,1.6,1.2,1.2,27.36,0.34
Brandon Clarke,F-G,MEM,81,5,0.0,9.6,5.8,2.8,1.2,1.4,0.8,27.76,0.34
T.J. McConnell,G,IND,78,5,0.0,9.8,2.4,6.4,1.4,0.2,1.2,25.88,0.33
Evan Fournier,F-G,BOS,82,3,0.0,17.33,1.0,2.67,1.0,1.0,1.33,27.2,0.33
Kevin Porter Jr.,F-G,HOU,75,2,0.0,17.5,3.5,3.5,0.0,0.0,2.5,24.45,0.33
Hamidou Diallo,G,DET,77,2,0.0,12.5,6.0,1.5,0.5,1.0,1.0,25.45,0.33
Buddy Hield,G,SAC,77,5,0.0,15.8,4.4,2.6,0.4,0.4,1.8,25.58,0.33
Sterling Brown,F-G,HOU,74,5,0.0,12.6,7.4,0.8,0.2,0.6,0.6,24.48,0.33
Jaden McDaniels,F,MIN,72,5,0.0,10.4,3.8,1.4,0.4,1.8,0.2,23.46,0.33
