PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
Hassan Whiteside,C,SAC,81,6,10.33,7.83,0.67,1.83,0.0,2.0,24.9,0.31
Lou Williams,G,LAC,80,14,13.93,2.07,4.0,1.86,1.0,0.07,23.77,0.3
Danny Green,F-G,PHI,75,15,9.13,3.8,1.47,1.0,1.53,1.07,22.69,0.3
Brandon Clarke,F-G,MEM,81,14,10.14,5.64,1.21,0.36,1.07,0.93,24.38,0.3
De'Anthony Melton,G,MEM,77,14,9.86,3.71,2.79,0.93,1.71,0.21,23.35,0.3
Keldon Johnson,F-G,SAS,80,12,13.08,5.42,1.75,0.83,0.33,0.58,24.13,0.3
Ivica Zubac,C,LAC,79,15,9.13,7.73,1.2,1.07,0.53,0.6,22.55,0.29
Jrue Holiday,G,MIL,86,7,12.0,3.71,3.57,2.43,1.43,0.14,24.1,0.28
Miles Bridges,F,CHA,75,15,9.0,6.13,2.0,1.6,0.6,0.4,20.76,0.28
Dwight Howard,C-F,PHI,79,15,8.27,8.13,0.73,1.4,0.4,1.0,21.93,0.28
Marc Gasol,C,LAL,75,9,7.56,3.56,2.11,0.78,0.67,1.33,20.21,0.27
Malik Monk,G,CHA,79,15,14.6,3.33,1.8,1.93,0.47,0.07,20.97,0.27
Shake Milton,F-G,PHI,78,11,11.64,3.0,3.36,1.73,0.45,0.45,21.28,0.27
Marcus Morris Sr.,F,LAC,78,14,11.79,4.0,1.43,0.79,0.57,0.36,20.73,0.27
Grayson Allen,G,MEM,76,8,9.62,3.12,2.75,0.88,1.0,0.0,19.62,0.26
Pat Connaughton,F-G,MIL,76,15,7.8,5.2,1.33,0.73,1.0,0.47,19.71,0.26
Bobby Portis,F,MIL,80,15,10.2,5.87,0.87,0.87,0.73,0.33,20.87,0.26
Rudy Gay,F-G,SAS,78,10,10.2,3.9,1.5,0.7,0.8,0.5,20.33,0.26
Talen Horton-Tucker,G,LAL,75,15,8.73,2.33,2.87,1.33,0.53,0.53,17.7,0.24
Alex Caruso,G,LAL,74,12,6.0,3.5,2.92,0.67,1.08,0.25,17.91,0.24
Patty Mills,G,SAS,78,15,12.13,1.47,2.33,1.4,0.87,0.0,18.59,0.24
Justise Winslow,F-G,MEM,77,11,8.09,4.73,1.73,1.55,0.45,0.55,17.81,0.23
Lonnie Walker IV,F-G,SAS,75,13,11.23,2.23,1.69,1.15,0.38,0.31,17.37,0.23
Reggie Jackson,G,LAC,77,15,9.53,2.67,2.73,1.07,0.6,0.0,17.57,0.23
Devonte' Graham,G,CHA,78,7,9.86,1.86,3.43,1.29,0.57,0.0,17.66,0.23
Nico Mannion,G,GSW,69,6,6.5,2.5,3.17,1.67,1.0,0.0,15.58,0.23
Matisse Thybulle,F-G,PHI,74,15,4.47,2.07,1.33,0.6,1.73,1.13,16.95,0.23
Markieff Morris,F,LAL,74,14,7.43,4.79,1.29,0.86,0.43,0.29,16.39,0.22
Kentavious Caldwell-Pope,G,LAL,75,15,8.47,2.73,1.53,1.07,0.93,0.27,16.58,0.22
Cory Joseph,G,SAC,71,15,7.27,2.53,2.33,0.8,0.8,0.13,15.81,0.22
Bogdan Bogdanovic,G,ATL,76,7,8.86,3.29,2.43,0.86,0.29,0.14,16.87,0.22
Furkan Korkmaz,F-G,PHI,73,15,9.67,2.13,1.4,1.13,0.73,0.2,15.99,0.22
Nicolas Batum,F-G,LAC,77,13,6.38,4.0,2.15,0.77,0.85,0.31,17.11,0.22
Trey Lyles,F,SAS,74,10,7.7,4.8,0.6,0.4,0.5,0.1,15.76,0.21
Nemanja Bjelica,F,SAC,78,12,7.33,4.0,1.75,0.92,0.58,0.0,15.59,0.2
P.J. Tucker,F,MIL,74,7,2.71,5.14,1.43,1.14,1.0,0.57,14.6,0.2
Tyus Jones,G,MEM,75,15,7.4,1.47,2.6,0.6,0.73,0.07,14.86,0.2
Tony Snell,G,ATL,73,14,7.71,2.86,1.79,0.5,0.14,0.36,14.82,0.2
Terance Mann,F-G,LAC,72,15,6.47,3.6,1.6,0.53,0.27,0.27,14.25,0.2
Desmond Bane,G,MEM,76,14,8.29,3.21,0.93,0.86,0.71,0.07,15.04,0.2
Bismack Biyombo,C,CHA,75,15,4.07,4.4,1.27,0.93,0.33,1.2,14.91,0.2
Damion Lee,F-G,GSW,75,14,6.64,3.36,1.36,0.57,0.71,0.29,15.14,0.2
Gorgui Dieng,C,MEM,76,3,9.0,2.33,1.0,0.67,0.33,0.33,14.63,0.19
Kevon Looney,F,GSW,76,11,4.64,4.09,1.36,0.64,0.64,0.45,14.23,0.19
Luke Kennard,G,LAC,74,9,7.22,2.11,2.0,0.56,0.56,0.0,13.87,0.19
